,dialogue,label,predict_label
4974,hold happen lalita,LEONARD,LEONARD
4975,well he’s friend it’s,PENNY,LEONARD
4976,know apologise early outburst need halo regale delightfully folksy tale whore omaha,SHELDON,PENNY
4977,believe it’s hit booze i’ll show,OTHERS,SHELDON
4978,really,PENNY,LEONARD
4979,start,SHELDON,SHELDON
4980,get brand-new bikini drink pool,PENNY,PENNY
4981,can’t throw everything closet,OTHERS,SHELDON
4982,yes you’re either,SHELDON,SHELDON
4983,know black market phasers screen-worn lieutenant uhura panty kind stuff,HOWARD,HOWARD
4984,it’s six thirty morning,PENNY,LEONARD
4985,…playing klingon boggle,SHELDON,SHELDON
4986,hell sheldon go two year nothing patient watch dopey space movie sign ridiculous contract even stop wear lip gloss ’cause say make mouth look slippery best girlfriend you’re ever gonna give one good reason can’t live,OTHERS,LEONARD
4987,surprise,LEONARD,SHELDON
4988,right last night give excellent advice regard problem home kiss vomited minute follow pass bathroom floor fold towel head pillow set oven clock correct time drive crazy left,SHELDON,SHELDON
4989,little kid hominid perhaps entire job parent must proud,SHELDON,OTHERS
4990,curse,SHELDON,SHELDON
4991,i’d love see raj,HOWARD,LEONARD
4992,insane can’t break woman’s apartment middle night clean,LEONARD,LEONARD
4993,floor,LEONARD,LEONARD
4994,oh thanks cute aren’t,PENNY,PENNY
4995,okay,PENNY,PENNY
4996,oh don’t say cute that’s bad,LEONARD,OTHERS
4997,sheldon we’re animal grant aspect extraordinary come emotion relationship you’re like everybody else,OTHERS,LEONARD
4998,anyone need beer,HOWARD,SHELDON
4999,penny don’t,LEONARD,LEONARD
5000,okay well there’s couple thing probably know,PENNY,PENNY
5001,understand oh shelly man’s take away future sure pack clean underwear.”,SHELDON,SHELDON
5002,pretty good,PENNY,LEONARD
5003,oh people get thing don’t deserve time look,LEONARD,SHELDON
5004,howard playdate,OTHERS,LEONARD
5005,a… talk,PENNY,LEONARD
5006,oh shut,SHELDON,PENNY
5007,hey sheldon let’s go mock people buy homeopathic medicine love,LEONARD,PENNY
5008,i’m go go let penny know we’re back,LEONARD,SHELDON
5009,joke sincere request importantly outsider group know frighten guy take make feel love like family,OTHERS,OTHERS
5010,thanks come,HOWARD,LEONARD
5011,don’t remember could remember,SHELDON,LEONARD
5012,hey look there’s rothman’s empty office sad,RAJ,HOWARD
5013,gentleman,OTHERS,SHELDON
5014,oh see space white zone quick circle airport,SHELDON,SHELDON
5015,they’ve get phone,HOWARD,HOWARD
5016,show closet,OTHERS,HOWARD
5017,look,LEONARD,PENNY
5018,thank,HOWARD,SHELDON
5019,damn right it’s heavy it’s mother’s meat loaf it’s test toilet generation,HOWARD,SHELDON
5020,appreciate,RAJ,SHELDON
5021,hey guy get,PENNY,PENNY
5022,theoretical physicist get can yeah,SHELDON,LEONARD
5023,he’s say it’s magic ring you’re,LEONARD,SHELDON
5024,it’s lock,HOWARD,LEONARD
5025,okay try change leonard that’s happen relationship look much amy’s change,PENNY,PENNY
5026,take t-shirt space,OTHERS,SHELDON
5027,doctor mr koothrappali namaste understand concern it’ll make feel good mother fine go woman keep safety rail bed,HOWARD,SHELDON
5028,i’m try admit pretty damn funny,RAJ,LEONARD
5029,that’s kind stretch look come social skill i’ve master big three there’s coy smile there’s friendly chuckle there’s vocalization sympathy aw last one’s tricky i’m still work,SHELDON,SHELDON
5030,kiss i’ve never kiss,OTHERS,LEONARD
5031,oh i’ve already move besides breakup nothing,OTHERS,SHELDON
5032,right honey we’re gonna make movie go may hard hear say honey mean fiancée yeah well mean,HOWARD,PENNY
5033,sheldon,PENNY,LEONARD
5034,stand correct,LEONARD,SHELDON
5035,didn’t even hear detail,SHELDON,LEONARD
5036,yeah well i’m work you’ll never guess who’s infect entire station,PENNY,SHELDON
5037,um well i’m nebraska tell state flag,PENNY,SHELDON
5038,uh i’ll shepherd’s pie want split,OTHERS,LEONARD
5039,yep,LEONARD,PENNY
5040,know don’t time find another way home,OTHERS,SHELDON
5041,oh don’t anthropomorphize he’s get big eye feeling like,LEONARD,RAJ
5042,alright think we’re go need ground rule addition expect shoes time machine eating time machine propose add pant must wear time time machine,SHELDON,SHELDON
5043,that’s cake anyone else want join cake club,OTHERS,LEONARD
5044,i’d imagine heard number thing today arrive work undoubtedly hear hello raj raj give you’re wear new sweater-vest may hear new sweater-vest possibly though far less likely nice sweater-vest,SHELDON,SHELDON
5045,know i’m sure manager hasn’t post schedule yet let know,PENNY,SHELDON
5046,none get it’s eisenhower,SHELDON,LEONARD
5047,you’re right leonard it’s big deal lie destroy dream humiliate front whole university fyi sarcasm fact believe big deal,SHELDON,PENNY
5048,you’re ask keep secret best friend colleague roommate,SHELDON,SHELDON
5049,hi,LEONARD,PENNY
5050,anyway sir need talk something,HOWARD,LEONARD
5051,bring cheeseburger tuesday night,SHELDON,SHELDON
5052,oh love much,HOWARD,OTHERS
5053,yeah everything since eighth grade,LEONARD,LEONARD
5054,ooh love shoe,OTHERS,PENNY
5055,that’s wham bam thank leonard,LEONARD,SHELDON
5056,um okay,HOWARD,PENNY
5057,can’t press button glove oh son bitch,LEONARD,HOWARD
5058,best friend besties bffs peas pod sister would share travel pant go,OTHERS,SHELDON
5059,yes want see simulation laptop,LEONARD,LEONARD
5060,you’re misunderstand shiksa goddess isn’t actual goddess don’t pray prey,HOWARD,SHELDON
5061,gee don’t know maybe it’s always subject little experiment get chapter stag easter egg hunt egg see long i’d keep look answer way june,LEONARD,LEONARD
5062,really didn’t get snarky ’cause say something nice bowl chilli fry,PENNY,PENNY
5063,string theory complicate that’s yucky don’t get idea right sake argument let’s say that’s true doesn’t penny end relationship,SHELDON,SHELDON
5064,uh kung fu letter might politically correct,LEONARD,SHELDON
5065,surprise invite back could ignore,SHELDON,SHELDON
5066,listen sheldon stupid don’t see can’t friend i’m willing drive around help stuff don’t want silly roommate agreement,LEONARD,LEONARD
5067,exactly half hour ago it’s like you’re even try get good,SHELDON,SHELDON
5068,um… yes… am… ask,LEONARD,LEONARD
5069,there’s also time stop eat many jelly bean it’s you’re ten,RAJ,SHELDON
5070,believe condensation frozen food weaken structural integrity bag return key conundrum perhaps call locksmith open door,SHELDON,SHELDON
5071,like hero,RAJ,SHELDON
5072,we’re grow men drink bar,HOWARD,SHELDON
5073,seat ideally locate relation heat source winter cross breeze summer also face television direct angle allow immerse entertainment game play without subject conversation result i’ve place state eternal dibs,SHELDON,SHELDON
5074,ooh meerkat fight,HOWARD,OTHERS
5075,well gun would shoot,LEONARD,SHELDON
5076,it’s imposition point ecosystem akin plover small scavenge bird eats extra food teeth crocodile please fly open maw,SHELDON,SHELDON
5077,maybe doesn’t let’s find,SHELDON,OTHERS
5078,share room grow news,OTHERS,SHELDON
5079,can’t think reason,SHELDON,SHELDON
5080,oh come don’t like,PENNY,PENNY
5081,oh mean like museum,OTHERS,PENNY
5082,ugh embarrass,PENNY,SHELDON
5083,oh penny dr plimpton lead expert quantum cosmology dr plimpton penny waitress doesn’t understand role gasoline play internal combustion engine,PENNY,SHELDON
5084,come admit get sheldon,HOWARD,LEONARD
5085,oh yeah what’s,HOWARD,PENNY
5086,problem,HOWARD,LEONARD
5087,technically would rebound penny actually engage physical intimacy,RAJ,SHELDON
5088,doesn’t,LEONARD,LEONARD
5089,oh good english accent sexy accent,LEONARD,OTHERS
5090,right,SHELDON,SHELDON
5091,oh really don’t care anymore,RAJ,LEONARD
5092,know know,HOWARD,PENNY
5093,i’m sorry don’t recall say backsies,SHELDON,SHELDON
5094,yeah friend omaha play guitar anyway he’s come l.a look session work tell could crash couch week,PENNY,PENNY
5095,let’s make word day,SHELDON,SHELDON
5096,listen guy,RAJ,PENNY
5097,make fun train,HOWARD,SHELDON
5098,know cross line i’m sorry hang really mean it’s like go i’d apologize everything could end bed sex-is-off-the-table i’m sorry,LEONARD,PENNY
5099,give time,HOWARD,SHELDON
5100,could better we’re,HOWARD,SHELDON
5101,yeah he’s that’s he’s whine day try invent memory-wiper gizmo men black,RAJ,LEONARD
5102,sheldon letter trash,LEONARD,PENNY
5103,hey guy guess find lax baby sister priya,RAJ,PENNY
5104,i’m slide third,OTHERS,SHELDON
5105,oh nice maybe carpool visit federal prison,SHELDON,PENNY
5106,sing “soft kitty”,PENNY,SHELDON
5107,luckily could behead,SHELDON,SHELDON
5108,oh gee dad leonard can’t stay drop say hello thanks stop sweetie i’ll see later bye,PENNY,PENNY
5109,well nice don’t lot company,LEONARD,LEONARD
5110,hey,LEONARD,LEONARD
5111,that’s excellent question amy,OTHERS,SHELDON
5112,howard employ schoolyard paradigm intent purpose decease intend act speak feigning inability hear speak otherwise refuse acknowledge existence,SHELDON,SHELDON
5113,million guess never would get,SHELDON,OTHERS
5114,blue depress,SHELDON,SHELDON
5115,aw get little paper cut,LEONARD,PENNY
5116,yeah leonard give emergency key,PENNY,PENNY
5117,penny wouldn’t mind i’d like conversation girl,SHELDON,SHELDON
5118,one ask uhura,SHELDON,SHELDON
5119,believe engage coitus importantly leonard abandon story would find plausible,SHELDON,SHELDON
5120,sheldon hell,HOWARD,LEONARD
5121,forgive think you’ll find story interesting,SHELDON,OTHERS
5122,don’t know mean woman say wanted slow relationship,PENNY,LEONARD
5123,okay get you’re wrong,RAJ,PENNY
5124,star war get cranky mix two,PENNY,LEONARD
5125,hi guy,OTHERS,PENNY
5126,thank carve smiley face grill cheese sandwich,SHELDON,SHELDON
5127,fine threesome can’t part i’m kid yes bring friend,HOWARD,PENNY
5128,need penny close,OTHERS,SHELDON
5129,oh she’s pregnant that’s great you’re go uncle uncle sheldon,PENNY,LEONARD
5130,goodbye peasant,SHELDON,SHELDON
5131,well we’ll get hair,LEONARD,LEONARD
5132,didn’t notify e-mail still breach,SHELDON,LEONARD
5133,mean relationship,SHELDON,SHELDON
5134,make big deal,PENNY,PENNY
5135,university think whatever want sit take,SHELDON,LEONARD
5136,sure remember go bar make fool try pick strange woman,RAJ,HOWARD
5137,neurology department loan culture prion research bovine spongiform encephalopathy,OTHERS,SHELDON
5138,dear lady wolowitz programmable hand design extravehicular repair international space station,HOWARD,HOWARD
5139,problem,OTHERS,LEONARD
5140,need hot fifteen year-old asian girl thing smart guy,HOWARD,PENNY
5141,love,LEONARD,OTHERS
5142,shield,OTHERS,OTHERS
5143,sweet throw far didn’t wear tiny leg,OTHERS,PENNY
5144,depend depth that’s either proctologist general surgeon oh,SHELDON,SHELDON
5145,great thank it’s much,LEONARD,LEONARD
5146,let,HOWARD,SHELDON
5147,exactly try accomplish,SHELDON,LEONARD
5148,aw,LEONARD,LEONARD
5149,sorry,HOWARD,PENNY
5150,always think peppermint patty lesbian,RAJ,HOWARD
5151,right,SHELDON,SHELDON
5152,howard wolowitz,HOWARD,SHELDON
5153,bernadette tell everything don’t get leave right,PENNY,HOWARD
5154,you’ll excuse i’m go pack,SHELDON,SHELDON
5155,hang,HOWARD,LEONARD
5156,ah kid wouldn’t shot girl like,HOWARD,HOWARD
5157,wait minute you’re tell i’m within drive distance house fill aspiring supermodel,HOWARD,SHELDON
5158,oh dear mother warn happens pretty boys big city,SHELDON,SHELDON
5159,that’s amaze,LEONARD,LEONARD
5160,get part streetcar,SHELDON,SHELDON
5161,say but…,LEONARD,PENNY
5162,lot people work research,LEONARD,SHELDON
5163,it’s like there’s train mouth howard oh yeah i’ve get one um amtrak wolverine come chicago bwch-wch-wch-wch-wch-wch bwch-wch-wch-wch-wch-wch ooo-ooo,SHELDON,PENNY
5164,sarcasm,SHELDON,SHELDON
5165,that’s okay complaint file that’s last hope i’m go deported send home disgrace expose sardonic barb cousin sanjay may know dave at&t customer service,RAJ,SHELDON
5166,yeah it’s nothing cry,RAJ,LEONARD
5167,don’t need guess need know symptom first appear,SHELDON,SHELDON
5168,that’s true bar juice bar example,OTHERS,SHELDON
5169,say,LEONARD,SHELDON
5170,bad hear howard bernadette,LEONARD,OTHERS
5171,we’re,LEONARD,LEONARD
5172,know people might say it’s great we’re try make thing work long distance they’d say thing like love stronger mile,LEONARD,LEONARD
5173,east texas warm summer night woman mary stand porch distance hear lonesome train whistle woo-woo droning buzz cicada zzzzzzzzz coyote howl moon frighten sensitive young boy everywhere aw-aw-aw wood owl screech,SHELDON,SHELDON
5174,well upset first probably sister shot somebody something and… hug,RAJ,LEONARD
5175,oh honour oh like asked ascend mount olympus dine god,SHELDON,PENNY
5176,hey know it’s none business money come,LEONARD,PENNY
5177,margarita happen,SHELDON,LEONARD
5178,oh leonard i’m ready go home,SHELDON,PENNY
5179,hey may idiot least didn’t pee,PENNY,LEONARD
5180,say nice penny believe offer chocolate someone fall within definition nice,SHELDON,SHELDON
5181,sorry we’re late,HOWARD,SHELDON
5182,you’ll willing drive,SHELDON,SHELDON
5183,know she’s yell right,OTHERS,LEONARD
5184,you’re close,SHELDON,SHELDON
5185,right i’ve devote prime life string theory quest compactification extra dimension i’ve get nothing show feel like fool,SHELDON,SHELDON
5186,you’re right cuddly asian boy like,RAJ,SHELDON
5187,well whatever don’t go hop quest i’m talk penny,OTHERS,LEONARD
5188,right right,HOWARD,LEONARD
5189,wow amaze,PENNY,PENNY
5190,yeah that’s i’m counting spill,PENNY,PENNY
5191,i’m sorry ask,LEONARD,LEONARD
5192,guava,LEONARD,SHELDON
5193,lamda equal one pi square,SHELDON,SHELDON
5194,know give professional standstill you’re you’re wonder appropriate time abandon research focus teach yes may suggest consider change discipline yeah humanity perhaps history one advantage teach history don’t create thing know remember stuff happen parrot back could fun,SHELDON,SHELDON
5195,long specialty chef lose confidence dish look shrimp mobster sauce mobster sauce,SHELDON,SHELDON
5196,penny penny penny good morning,SHELDON,SHELDON
5197,uh stuart piece art show that’s open tonight,PENNY,SHELDON
5198,never mind get,LEONARD,LEONARD
5199,please seat i’m think double wedding,RAJ,OTHERS
5200,spent lot childhood throw coin wish well hop friend certain point start trick shot keep thing interest,OTHERS,SHELDON
5201,time,HOWARD,SHELDON
5202,compare note sack,PENNY,SHELDON
5203,i’m fine,SHELDON,LEONARD
5204,i’m,RAJ,SHELDON
5205,work,RAJ,SHELDON
5206,oh yeah sure let put travel mug,LEONARD,HOWARD
5207,penny,OTHERS,SHELDON
5208,oh bad well get get rehearsal see guy,PENNY,PENNY
5209,yay penny,SHELDON,SHELDON
5210,want use intelligence tawdry competition would ask picasso play pictionary would ask noah webster play boggle would ask jacques cousteau play go fish,SHELDON,SHELDON
5211,sheldon there’s diploma office say master engineering,HOWARD,HOWARD
5212,yes nice,RAJ,PENNY
5213,really wear bed,OTHERS,LEONARD
5214,thought blower sanitary,PENNY,SHELDON
5215,well would interested know mr wolowitz snuck onto world warcraft account change name certain warlock sheldor smeldor,SHELDON,SHELDON
5216,oh wow okay let’s see we’ve get uh milk chocolate swiss cheese fondue lactose-intolerant boyfriend go eat i’m go climb back rocket moon,PENNY,LEONARD
5217,it’s every day get tour nasa real astronaut,HOWARD,HOWARD
5218,it’s much trouble i’d like point moon,HOWARD,SHELDON
5219,howard say fbi would contact expect mulder glad see get scully,LEONARD,LEONARD
5220,it’s get big bird dude,RAJ,RAJ
5221,yes i’m find lackey suit,RAJ,SHELDON
5222,yes costume random genre specific,SHELDON,SHELDON
5223,hey guy guess who’s back space,HOWARD,HOWARD
5224,denial denial denial come,OTHERS,LEONARD
5225,tell everything you’ve do last two year,HOWARD,SHELDON
5226,relax it’ll fine,HOWARD,LEONARD
5227,leonard,LEONARD,SHELDON
5228,really gonna movie,LEONARD,LEONARD
5229,amy fight perfectly reasonable i’m gonna whiskey want anything,SHELDON,LEONARD
5230,what’s,PENNY,PENNY
5231,actually i’m cheesecake factory,PENNY,PENNY
5232,wait i’m leave car,OTHERS,SHELDON
5233,i’m legally obligate inform take karate lesson i’d regular ninja mom could’ve arrange carpool,HOWARD,SHELDON
5234,bad fin fang foom,RAJ,LEONARD
5235,go,LEONARD,LEONARD
5236,go three year ago you’d great aunt ida’s brooch smuggle occupied belgium cat,HOWARD,LEONARD
5237,it’s possibility,SHELDON,SHELDON
5238,yeah well necessary break,LEONARD,SHELDON
5239,disagree,SHELDON,LEONARD
5240,ah,PENNY,RAJ
5241,oh well thankyou,LEONARD,PENNY
5242,say prefrontal cortex meanwhile limbic system brain calculate another woman attract leonard must he’s desirable,OTHERS,SHELDON
5243,oh it’s like grandma parrot lose marble remote control,OTHERS,SHELDON
5244,i’m say hoo say hoo last night,OTHERS,RAJ
5245,mean it’s valentine’s day,LEONARD,PENNY
5246,sorry guy secret agent laser obstacle lunch stupid,HOWARD,LEONARD
5247,well say that’s last time ever go outside,SHELDON,SHELDON
5248,that’s fairly labour metaphor appreciate sentiment behind,SHELDON,SHELDON
5249,oh unbelievable know yet,PENNY,LEONARD
5250,hey seriously didn’t get enough cliquey crap high school,PENNY,PENNY
5251,yeah it’s freak i’m gonna go,PENNY,PENNY
5252,panic say woodstock want show sheldon family,OTHERS,LEONARD
5253,it’s dirty laundry you’re,SHELDON,PENNY
5254,don’t blame groveller way back point two get past leonard go propose poor girl middle sex weak tea dude,RAJ,SHELDON
5255,think sheldon’s try say sagittarius wouldn’t first guess,LEONARD,LEONARD
5256,it’s call carpal tunnel syndrome quite frankly deserve,SHELDON,SHELDON
5257,please i’m work,HOWARD,SHELDON
5258,good let’s begin premise everything you’ve do point wrong,SHELDON,SHELDON
5259,thank-you we’ll right back,LEONARD,LEONARD
5260,there’s house freeze frame freeze frame,RAJ,SHELDON
5261,yes,RAJ,SHELDON
5262,think penny’s mad,LEONARD,LEONARD
5263,one thing fondness orange juice,SHELDON,SHELDON
5264,penny understand would like learn flag,SHELDON,SHELDON
5265,leonard doesn’t snore,PENNY,SHELDON
5266,that’s really nice sheldon i’m happy,LEONARD,PENNY
5267,definitely,PENNY,SHELDON
5268,i’m sorry need word,SHELDON,SHELDON
5269,yes,LEONARD,SHELDON
5270,okay get help put,PENNY,PENNY
5271,great new topic menstrual cycle,SHELDON,SHELDON
5272,darn weren’t busy i’d ask join,SHELDON,SHELDON
5273,i’m stranger dice game temple beth-el hebrew school yahtzee champion,HOWARD,SHELDON
5274,point know date smart think would listen,PENNY,LEONARD
5275,"wait honey,have ever run",PENNY,PENNY
5276,two ten throw iron man helmet,LEONARD,SHELDON
5277,hi penny,OTHERS,LEONARD
5278,see great work he’s go come along ruin angrier ever fill despair,SHELDON,LEONARD
5279,excuse,RAJ,SHELDON
5280,uh record could kill meet new people could murderers carrier unusual pathogen i’m insane mother test,SHELDON,LEONARD
5281,nice guilt trip gonna amaze mom,HOWARD,HOWARD
5282,know they’re make jewellery right,HOWARD,LEONARD
5283,limo send limo limo love say limo sip you’re get ready,RAJ,SHELDON
5284,experience dehydration headache nausea shame,SHELDON,SHELDON
5285,ever happen,OTHERS,LEONARD
5286,don’t absurd find notion romantic love unnecessary cultural construct add value human relationship,OTHERS,SHELDON
5287,i’m nice time,OTHERS,OTHERS
5288,i’m come woz i’m come ow aw,SHELDON,PENNY
5289,oh boy,PENNY,RAJ
5290,okay,HOWARD,PENNY
5291,it’s rum stop eggnog like half hour ago,PENNY,LEONARD
5292,hmm oh care,SHELDON,PENNY
5293,well go,PENNY,PENNY
5294,know leonard,SHELDON,PENNY
5295,know screw i’m gonna eat dumpling,RAJ,LEONARD
5296,that’s registration,PENNY,SHELDON
5297,one you’re reason,LEONARD,SHELDON
5298,yeah,LEONARD,LEONARD
5299,hmmm good good leonard okay night,PENNY,PENNY
5300,get back,HOWARD,OTHERS
5301,guess depend zombie raj talk slow zombie fast zombie like day zombie didn’t eat starve,LEONARD,LEONARD
5302,he’s relative he’s allow right,OTHERS,OTHERS
5303,fine,SHELDON,LEONARD
5304,may point screen first come first serve,SHELDON,SHELDON
5305,fine zack’s go superman want green lantern,LEONARD,LEONARD
5306,least mother make boyfriend climb window,HOWARD,OTHERS
5307,oh yell must freak,PENNY,LEONARD
5308,wow talk dirty,OTHERS,PENNY
5309,hi-lo oops start say hi switch hello middle come hi-lo duh uh it’s nice meet i’ve read book paper i’m leonard live,LEONARD,PENNY
5310,okay i’m sorry don’t understand,PENNY,PENNY
5311,damn,PENNY,PENNY
5312,oh it’s simple scissors cut paper paper cover rock rock crush lizard lizard poison spock spock smash scissors scissors decapitate lizard lizard eats paper paper disprove spock spock vaporizes rock always rock crush scissors,SHELDON,SHELDON
5313,pleasure ira,SHELDON,SHELDON
5314,fine don’t meet someone soon put home,LEONARD,HOWARD
5315,raj don’t recognize edge,SHELDON,SHELDON
5316,well didn’t hear phone ring,SHELDON,SHELDON
5317,he’s never gonna stop,OTHERS,OTHERS
5318,don’t dare use science science best friend oh good i’m back eight,SHELDON,SHELDON
5319,raider lose ark additional second can’t see one else see,SHELDON,SHELDON
5320,sheldon go,SHELDON,LEONARD
5321,look that’s dent thank howard ham-fisted wolowitz shut tv middle classic deep space nine/star trek original series trouble tribbles crossover episode,SHELDON,SHELDON
5322,guess don’t seem much handle,SHELDON,OTHERS
5323,saloon,LEONARD,SHELDON
5324,okay amy bring drug work lab prove really good congestion there’s slight chance make tear burn like acid take happy thought,OTHERS,LEONARD
5325,that’s ridiculous cooperate,LEONARD,LEONARD
5326,get wrong mustard,SHELDON,SHELDON
5327,prospect fry chicken,SHELDON,SHELDON
5328,sure he’s small bet get nice tight spiral,PENNY,LEONARD
5329,fine bother little know stupid doesn’t bother okay bother wouldn’t stop laugh leonard funny,PENNY,PENNY
5330,couldn’t happen didn’t live across hall couldn’t happen without sheldon go guys leonard wasn’t penny never would set,OTHERS,LEONARD
5331,what… kind kiss,RAJ,LEONARD
5332,hurry,LEONARD,PENNY
5333,hand thing don’t go well leonard risk lose really good friend mean guess he’s look fling he’s kind guy get relationship don’t know like would say light year,PENNY,PENNY
5334,universe,LEONARD,SHELDON
5335,bye,LEONARD,LEONARD
5336,one go back time kill stuart,OTHERS,SHELDON
5337,girlfriend,OTHERS,LEONARD
5338,tremendous accomplishment would planetary body discover plummet toward earth explode mind,SHELDON,SHELDON
5339,yeah tell week would say yes,HOWARD,LEONARD
5340,aw wight i’m warm weady kick notch,OTHERS,LEONARD
5341,everyone obsess amy stuart whether may pumpkin latte intercourse tonight,SHELDON,SHELDON
5342,really want see keynote,HOWARD,LEONARD
5343,know,SHELDON,PENNY
5344,didn’t come help come mock,RAJ,LEONARD
5345,that’s really nice howard,RAJ,OTHERS
5346,don’t bath thermometer,OTHERS,SHELDON
5347,thank dr cooper,LEONARD,OTHERS
5348,love what’s dinner,HOWARD,OTHERS
5349,oh god you’re back oh look look like grow,RAJ,PENNY
5350,honey i’m little strap cash year christmas think give,PENNY,PENNY
5351,bless go,LEONARD,LEONARD
5352,perhaps could assuage guilt altruism word’s trip assuage altruism,OTHERS,SHELDON
5353,that’s dynamic i’m fun one you’re buzzkill,RAJ,SHELDON
5354,something’s get do leonard,HOWARD,SHELDON
5355,okay know might wine talk important question ask,PENNY,LEONARD
5356,son bitch,HOWARD,HOWARD
5357,sometimes forget smart,PENNY,LEONARD
5358,worry hid bazinga you’re spot,SHELDON,SHELDON
5359,live,LEONARD,SHELDON
5360,yeah it’s one sneeze you’re,LEONARD,PENNY
5361,do understand move forward deal fact mother approve,SHELDON,SHELDON
5362,think important thing think,HOWARD,LEONARD
5363,joke want think,LEONARD,OTHERS
5364,you’re sweet good night dr koothrappali,OTHERS,OTHERS
5365,right first time man love stupid way try show people feel,PENNY,OTHERS
5366,uh smile mean something different country know tear joy smile sadness india’s goofy place,RAJ,LEONARD
5367,well fun,PENNY,PENNY
5368,okay uh fine bernie go pick mother i’ll right back,HOWARD,HOWARD
5369,realize as right,LEONARD,PENNY
5370,well don’t you’re gonna lose priya fancy guy turban grow kama sutra coloring book,HOWARD,PENNY
5371,yes ma’am,SHELDON,LEONARD
5372,you’ve also get something pasadena municipal court,HOWARD,SHELDON
5373,thank,HOWARD,SHELDON
5374,interrupt,HOWARD,LEONARD
5375,i’m think need testosterone patch penny want something low-key know cocktail light jazz music hors d’oeuvres,LEONARD,SHELDON
5376,hello guess you’re really hold four finger,SHELDON,SHELDON
5377,oh don’t want,RAJ,LEONARD
5378,um guarantee you’ll prettiest girl,LEONARD,LEONARD
5379,sit wherever want never mind never mind that’s that’s important sheldon big thank really appreciate,PENNY,LEONARD
5380,well that’s disappoint,SHELDON,SHELDON
5381,completely forward pas throw intentionally incomplete avoid loss yardage conserve time can’t believe they’re penalize loss move line scrimmage back spot foul,LEONARD,SHELDON
5382,okay saturday night count posse,RAJ,LEONARD
5383,how’s get couple beer,SHELDON,LEONARD
5384,hey,LEONARD,LEONARD
5385,want hang maybe learn little life,LEONARD,LEONARD
5386,nice meet bethany,HOWARD,OTHERS
5387,cheer,PENNY,HOWARD
5388,heart,OTHERS,RAJ
5389,didn’t money,LEONARD,LEONARD
5390,hi,RAJ,PENNY
5391,wait minute farminfarmian speaking you’re bogarding symposium,HOWARD,SHELDON
5392,i’m disappoint didn’t work penny,OTHERS,SHELDON
5393,rajesh ramayan koothrappali call raj,RAJ,LEONARD
5394,don’t care,LEONARD,SHELDON
5395,yeah,RAJ,LEONARD
5396,didn’t get,PENNY,PENNY
5397,it’s fine i’m use girl never get looked twice didn’t first kiss till guy i’d give back insulin,OTHERS,LEONARD
5398,next time take advice,RAJ,LEONARD
5399,um nc… ii… know ncstd… don’t know it’s it’s know it’s one letter i’m gonna,PENNY,PENNY
5400,it’s different leonard he’s chinese red hair six finger good-bye,SHELDON,SHELDON
5401,look everyone go chimp,HOWARD,SHELDON
5402,it’s fault she’s get hormone replacement therapy make crazy horny check get sheldon wear french maid’s costume,HOWARD,HOWARD
5403,it’s i’ve always think unfair,RAJ,SHELDON
5404,expect build,HOWARD,SHELDON
5405,it’ll fine uh pretend he’s wolowitz,LEONARD,LEONARD
5406,terrible person cross mind might die never see card,OTHERS,SHELDON
5407,hey know let’s take sheldon dancing,PENNY,LEONARD
5408,i’m sorry type label maker couldn’t press enter business would take abandon leonard join rival company unless course mug sufficient case welcome aboard,SHELDON,SHELDON
5409,relieve i’m it’s brave new world little lady,SHELDON,HOWARD
5410,right that’s con you’re,SHELDON,SHELDON
5411,i’m aware social convention require intervene,SHELDON,SHELDON
5412,could go together,HOWARD,LEONARD
5413,oh amy really go come sheldon,PENNY,PENNY
5414,penny say right hand red,OTHERS,SHELDON
5415,figure let’s see um well beaver eat tree bark tree bark know human consume cinnamon i’ll say cinnamon,LEONARD,SHELDON
5416,well apply unravelling secret universe rest it’s wonder i’m conversation,SHELDON,SHELDON
5417,play travel twister,OTHERS,SHELDON
5418,hey oh how’d audition go,LEONARD,PENNY
5419,well also say get water look still stand know may bad waitress bad person want hear special,PENNY,SHELDON
5420,hang leonard respect leslie scientist human matter concede undeniable expertise interrelate field promiscuity general sluttiness,SHELDON,SHELDON
5421,oh oh good um mother call,PENNY,SHELDON
5422,open justifiable ridicule wear good one bernadette see ker-razy,OTHERS,HOWARD
5423,brimstone,SHELDON,SHELDON
5424,good one electrical charge,SHELDON,SHELDON
5425,aw pete’s sake go,SHELDON,LEONARD
5426,inefficient design example penny flat screen tv mean space behind wasted,LEONARD,SHELDON
5427,true leonard make like let tell hard row hoe cheer pal ooh boy treat that’s hard beat get mad hatter horn i’m tea party,SHELDON,SHELDON
5428,topic one faster-than-light particle cern paradigm-shifting discovery another swiss export full hole cheese converse,SHELDON,SHELDON
5429,mistake involve penny okay you’ll narrow,SHELDON,LEONARD
5430,ooh excite like one classic murder mystery dinner party,RAJ,RAJ
5431,okay sheldon happen amy,PENNY,PENNY
5432,leonard i’m gonna call kurt ask money,PENNY,PENNY
5433,okay that’s you’re fire,LEONARD,PENNY
5434,it’s i’ll know field physic work particle small make fat joke locus coeruleus i.e locus coeruleus sit around house sits around house,SHELDON,HOWARD
5435,okay see what’s happen,SHELDON,HOWARD
5436,y-you’re ridiculous perfectly clean,SHELDON,SHELDON
5437,uh-huh,OTHERS,LEONARD
