,dialogue,label,predict_label
3048,can’t quit college you’re college really,PHOEBE,MONICA
3049,oh that’s okay way check shower massager,MONICA,MONICA
3050,talk love schhteve schhteve schhexy sorry,CHANDLER,RACHEL
3051,oh thanks lot want get cup coffee,PHOEBE,Others
3052,touch mon understand mean date guy since like midterm mean sudden oh,RACHEL,Others
3053,you’re first put money table,Others,CHANDLER
3054,oh god well start half hour wed room keep present look gravy boat really gorgeous lamauge gravy boat sudden sweet lo realize turn gravy boat barry get really freak that's hit,RACHEL,RACHEL
3055,uhh waitressing,Others,JOEY
3056,hey,CHANDLER,JOEY
3057,right i’ll take box cream fill jesus’s,JOEY,MONICA
3058,okay good since know come would mind actually use,RACHEL,Others
3059,here's little ben nod,ROSS,MONICA
3060,yeah y’know think y’know order joey special,PHOEBE,CHANDLER
3061,ten o'clock,CHANDLER,ROSS
3062,okay y'know though let's go,CHANDLER,ROSS
3063,get key get key,MONICA,RACHEL
3064,switch back right,CHANDLER,CHANDLER
3065,oh god he's trap atm vestibule jill goodacre chandler listen,JOEY,CHANDLER
3066,oh no-no y’know absolutely adore rachel it’s well might awkward it’s absolutely decision tea,Others,CHANDLER
3067,well arthur ten,PHOEBE,ROSS
3068,chandler can’t go back phase,MONICA,MONICA
3069,c'mon,RACHEL,RACHEL
3070,yeah believe talk joey alright mother-kisser,CHANDLER,ROSS
3071,y'know that’s within year voice recognition gonna pretty much standard computer buy y'know could like-like ‘wash car.’ ‘clean room.’ it’s gonna able thing it’ll understand you’re say,Others,Others
3072,oh god didn’t remind of…,Others,MONICA
3073,no-no don’t hang one,CHANDLER,CHANDLER
3074,hey,CHANDLER,JOEY
3075,yep look like it’s gonna leeeeean christmas dragon house year,JOEY,PHOEBE
3076,hi,MONICA,Others
3077,show,ROSS,ROSS
3078,remember janice,CHANDLER,CHANDLER
3079,well apartment isn’t anymore drank,CHANDLER,PHOEBE
3080,hey isn’t like swim eat pick phone,CHANDLER,CHANDLER
3081,honey sound like fun,RACHEL,MONICA
3082,really two glass,Others,CHANDLER
3083,i’m kinda beat,ROSS,JOEY
3084,yeah best like unbelievable pain,Others,RACHEL
3085,hi,PHOEBE,Others
3086,oh it’s make happy,MONICA,PHOEBE
3087,they’re vermont could happen,RACHEL,MONICA
3088,ross ten o'clock,CHANDLER,RACHEL
3089,yeah well,ROSS,RACHEL
3090,go that's spirit i'm look huh right who's first huh ross,JOEY,JOEY
3091,didn’t… never say,RACHEL,JOEY
3092,fair doesn’t seem impersonate fonzie…,ROSS,RACHEL
3093,men,CHANDLER,JOEY
3094,idiot stupid cowboy blind i'm suing,Others,Others
3095,weird way kick i’m,ROSS,ROSS
3096,well can't talk dirty how're go talk dirty tell want caress butt,JOEY,RACHEL
3097,hey hold tiger how's go hold,MONICA,JOEY
3098,meant er young young meant young young doctor oh good rach,RACHEL,PHOEBE
3099,mention,PHOEBE,ROSS
3100,smoking,MONICA,CHANDLER
3101,oh get,Others,PHOEBE
3102,okay ‘jingle bitch screw go hell jingle whore go hell go hell go hell-hell-hell.’ that’s far,PHOEBE,CHANDLER
3103,could happen,ROSS,MONICA
3104,get lousy key chain time live box key,PHOEBE,MONICA
3105,get passport,CHANDLER,JOEY
3106,oh uh i'm,PHOEBE,CHANDLER
3107,importantly good,CHANDLER,ROSS
3108,oh god really miss fat bastard,PHOEBE,RACHEL
3109,oh hello kettle monica black,PHOEBE,RACHEL
3110,i’m gonna right that’s real,PHOEBE,CHANDLER
3111,oh yeah right,Others,CHANDLER
3112,know get month ago people friend know i'm charge mean i'm different person,CHANDLER,RACHEL
3113,kid tell,CHANDLER,CHANDLER
3114,sure,MONICA,RACHEL
3115,yeah like hang quiet place talk friend,JOEY,JOEY
3116,sure she’s cat take grandma’s glycoma medicine,ROSS,ROSS
3117,alright tell tell decaf cappucino joey coffee black late iced tea i'm get pretty good,RACHEL,CHANDLER
3118,really,MONICA,MONICA
3119,yes,RACHEL,CHANDLER
3120,right get change thirty second alone well go,Others,MONICA
3121,yeah yeah think gonna say,MONICA,JOEY
3122,excuse hospital people,Others,RACHEL
3123,know anything,RACHEL,MONICA
3124,know,MONICA,RACHEL
3125,right,Others,CHANDLER
3126,oh hi it’s mark,Others,RACHEL
3127,i'm really gonna miss apartment y'know ben-ben take first step right,ROSS,ROSS
3128,oh absolutely like even colonel sander ross ross i’m kid,MONICA,JOEY
3129,oh think guy get married uh january,ROSS,ROSS
3130,love moment first saw giant dog shadow park,RACHEL,CHANDLER
3131,that's dudley moore say want like demi moore,MONICA,PHOEBE
3132,let tell story set create moss think happen overnight moss burnt dad’s garage moss would schedule appointment january others learn like learn fight never let guy stand neck,Others,MONICA
3133,paolo hi,ROSS,RACHEL
3134,hi understand little talk emily,ROSS,ROSS
3135,something brush right leg,PHOEBE,CHANDLER
3136,god happen,Others,RACHEL
3137,oh-ho yeah song rhyme word oo never think,PHOEBE,ROSS
3138,oh y'know thing happen one time,JOEY,CHANDLER
3139,uh-oh bad,MONICA,CHANDLER
3140,y'know one,MONICA,PHOEBE
3141,right okay think make progress joey go apartment go straight bedroom slam door mean yeah give finger,CHANDLER,MONICA
3142,can’t give dream,PHOEBE,JOEY
3143,yeah janice that-that like bad breakup history,MONICA,CHANDLER
3144,oh god didn’t really believe say,ROSS,RACHEL
3145,yeah huh,ROSS,JOEY
3146,there’s sooo much don’t know,PHOEBE,MONICA
3147,rachel see guy love rachel wish wife,Others,Others
3148,gotta gotta gotta gotta,JOEY,ROSS
3149,there's nothing tell he's guy work,MONICA,MONICA
3150,guess guy hear rachel dump,Others,MONICA
3151,hey joey men ever nice strange woman reason,ROSS,CHANDLER
3152,heel,RACHEL,Others
3153,ahh i’m good,ROSS,ROSS
3154,hey,Others,JOEY
3155,keep talk,MONICA,Others
3156,first name,ROSS,CHANDLER
3157,ugh cow die natural cause one right,JOEY,PHOEBE
3158,whoa-wh-wh-whoa-whoa-whoa-whoa,CHANDLER,ROSS
3159,pheebs can't believe kiss yet mean god sixth date paolo mean already name breast ooh share much,RACHEL,ROSS
3160,right that’s school session,JOEY,MONICA
3161,okay walk honey walk,RACHEL,RACHEL
3162,uh i'm sorry,JOEY,ROSS
3163,oh please,ROSS,RACHEL
3164,everybody ross,PHOEBE,RACHEL
3165,oy,Others,PHOEBE
3166,macaroni cheese gotta make,Others,MONICA
3167,hey they’re go gym together two woman stretch y’know they-they take steam together thing get little playful—didn’t see personal best,ROSS,CHANDLER
3168,ok thing bad mindless adolescent direction,Others,CHANDLER
3169,mean i-i thought nut first you-you look back thing regret,MONICA,ROSS
3170,look would guy grow natural beautiful thing world,ROSS,ROSS
3171,uhh mind sit i’m-i’m save friend ross,JOEY,JOEY
3172,okay lesson one,PHOEBE,ROSS
3173,bye-bye,Others,CHANDLER
3174,honey what’s matter,MONICA,RACHEL
3175,party,Others,Others
3176,need get richard,MONICA,MONICA
3177,bore bore,CHANDLER,Others
3178,oh thanks pheebs,ROSS,ROSS
3179,oh yeah know,RACHEL,RACHEL
3180,maybe tell,PHOEBE,JOEY
3181,okay let change,RACHEL,MONICA
3182,mean god,ROSS,RACHEL
3183,right,ROSS,CHANDLER
3184,well honey pretty obvious,RACHEL,RACHEL
3185,sandwich,ROSS,ROSS
3186,might wanna try joseph,CHANDLER,JOEY
3187,open open open,CHANDLER,Others
3188,oh good,CHANDLER,MONICA
3189,exactly,Others,CHANDLER
3190,bend,CHANDLER,Others
3191,hi,ROSS,Others
3192,yeah apparently they’re pretty good seat,MONICA,ROSS
3193,can't believe parent actually pressure find one people,MONICA,CHANDLER
3194,ben,CHANDLER,ROSS
3195,hey,MONICA,JOEY
3196,think go back gary don’t wanna guy break family y'know parent split guy whenever would see always think y'know ‘you’re reason reason together.’ hat guy didn’t matter nice happy make dad,CHANDLER,ROSS
3197,alright,RACHEL,ROSS
3198,ok uh listen there's something want talk network casting lady,JOEY,ROSS
3199,get job l.a,Others,RACHEL
3200,that's little spoil suppose type little idiot,ROSS,Others
3201,yeah think sound y'know big sistery y'know ‘frank’s always late.’,PHOEBE,CHANDLER
3202,little song,MONICA,ROSS
3203,hell jordie,ROSS,Others
3204,always always break together,CHANDLER,ROSS
3205,right,RACHEL,CHANDLER
3206,okay well y’know don’t worry guy ‘cause i’m-i’m gonna many time take get right,PHOEBE,CHANDLER
3207,monica you’re lucky he’s like popular guy school,ROSS,RACHEL
3208,well okay what’s now—go get go get eggs put ‘em,Others,ROSS
3209,crazy bitch,CHANDLER,RACHEL
3210,wow ooh gonna make money hand fist,PHOEBE,RACHEL
3211,what’s difference eh rach,Others,ROSS
3212,hold,ROSS,JOEY
3213,didn’t,ROSS,CHANDLER
3214,wow ah really like space stuff huh,ROSS,JOEY
3215,joey gonna stop snoring,MONICA,MONICA
3216,get offer head chef job allesandro’s,MONICA,Others
3217,hey,JOEY,JOEY
3218,hey,MONICA,JOEY
3219,chandler chandler,ROSS,JOEY
3220,where’s mary-angela,CHANDLER,CHANDLER
3221,mom everything's go fine really yeah ross great he's uh he's whole place he's go fly back really mean might chance would stop i'm i'm even think baby yet,MONICA,RACHEL
3222,hey first review,MONICA,Others
3223,right right,JOEY,RACHEL
3224,wait grandma finish laundry,JOEY,ROSS
3225,lick arm,PHOEBE,Others
3226,hit eye hit eye bad break-up history world,CHANDLER,ROSS
3227,would look,MONICA,MONICA
3228,cute naked guy really start put weight,PHOEBE,MONICA
3229,y'know guess partially fault y'know shouldn't've uh ask start monkey start like pen pencil,ROSS,ROSS
3230,yeah ginger something,MONICA,JOEY
3231,i’ll get hat,RACHEL,MONICA
3232,come give kiss go pick baby i'll see later sweetheart chandler,Others,Others
3233,uh,CHANDLER,ROSS
3234,get,ROSS,JOEY
3235,kook,ROSS,Others
3236,ok like pull band-aid really fast wound expose,PHOEBE,ROSS
3237,hey,Others,JOEY
3238,right y'know nevermind everyone want green one i’m sorry i’m sorry didn’t mean get emotional guess it’s holiday it’s hard,PHOEBE,PHOEBE
3239,don’t know it’s,JOEY,RACHEL
3240,listen ah pick monica secret santa i’m already get something chanukah wonder wanna switch,ROSS,JOEY
3241,hey chandler,JOEY,ROSS
3242,okay umm okay umm… joey ross,MONICA,MONICA
3243,pheebs don’t tell soon he’s gonna married you’re gonna hate,ROSS,RACHEL
3244,hey ross probably best time bring throw party monica,JOEY,Others
3245,julie julie great mean kick-you-in-the-crotch spit-on-your-neck fantastic,RACHEL,ROSS
3246,jo’s don’t think there’s anything could,JOEY,CHANDLER
3247,okay ask news weather,PHOEBE,PHOEBE
3248,okay would actually big step,Others,CHANDLER
3249,hey where's thing,Others,ROSS
3250,ross i’ve bug million time he’s gonna change,RACHEL,CHANDLER
3251,it’s cool man it’s it’s ‘cause much well like,Others,JOEY
3252,yeah,RACHEL,ROSS
3253,okay thanks,CHANDLER,CHANDLER
3254,love game,PHOEBE,MONICA
3255,right everybody everybody guess convince paul give test next week,MONICA,MONICA
3256,hey listen know might you’re work cut ‘cause talk kinda get feel she’s guy so…,JOEY,JOEY
3257,okay get talk people,CHANDLER,ROSS
3258,really,PHOEBE,MONICA
3259,joey swore we’d never tell,MONICA,MONICA
3260,absolutely something like racquetball,Others,MONICA
3261,nothing uh it’s know they’re still,Others,ROSS
3262,often read,RACHEL,Others
3263,hey rach give hand box,MONICA,MONICA
3264,oh know even look yet,RACHEL,PHOEBE
3265,how'd go,CHANDLER,MONICA
3266,rachel meeting,MONICA,Others
3267,come apartment come apartment oh know queen high,RACHEL,RACHEL
3268,would dream,ROSS,ROSS
3269,hey matter happen ross emily still get cake right,JOEY,RACHEL
3270,everyday use,JOEY,MONICA
3271,janice,PHOEBE,CHANDLER
3272,oh well i’m glad ask don’t hate cut tin ordinary steak knife ahh know you’re thinking…,PHOEBE,RACHEL
3273,aw come phoebe would think,Others,MONICA
3274,oh right right,JOEY,RACHEL
3275,ow ow,MONICA,RACHEL
3276,joe joe answer phone,CHANDLER,CHANDLER
3277,big idiot,RACHEL,Others
3278,okay baseball rick play baseball okay slide second maybe even pant come little… oh no—wait okay right sandwich sandwich umm okay plate maybe rick’s pant come little okay chandler okay chandler ooh that’s work,PHOEBE,PHOEBE
3279,advance collate past five year mean get y'know make look like,Others,JOEY
3280,well what-what ‘cha get,RACHEL,MONICA
3281,well yeah remember start pep rally top pyramid anyway—umm book,RACHEL,RACHEL
3282,ya feelin’,MONICA,JOEY
3283,monica bang,Others,Others
3284,oh god go keep happen something i’m put fault nut,Others,PHOEBE
3285,oh tell want fling put first date—oh he’s gonna get wrong idea,RACHEL,Others
3286,rach rach listen i'm gonna kiss midnight,JOEY,ROSS
3287,okay,CHANDLER,RACHEL
3288,yeah go cause i'm play one hour hey guy come hear ooh hear ooh sticky shoes--eww eww lose sexy phlegm,PHOEBE,PHOEBE
3289,ok phoebe briefcase carry actual scientific fact briefcase fact fossils million year old,ROSS,CHANDLER
3290,way ross drop box stuff,MONICA,JOEY
3291,what’s wrong bathroom floor,MONICA,MONICA
3292,well maybe little wish see throw,JOEY,CHANDLER
3293,well i'm sorry friend sophisticated,CHANDLER,ROSS
3294,way you-you think way believe way ever imagine moment life way y'know uh um hard i'm can't,ROSS,CHANDLER
3295,okay thanksgiving's let's get ready christmas want go get christmas tree,MONICA,JOEY
3296,believe al pacino guy's reason become actor i'm order pfeeeh order whole courtroom's order,JOEY,CHANDLER
3297,mean they're lover,Others,Others
3298,yeah little high school really get college mean that’s-that’s really find sound,ROSS,MONICA
3299,yes yes good it's—emily think get new stuff stuff that's together y'know brand new,ROSS,ROSS
3300,what's go that's what's go,ROSS,ROSS
3301,oh yeah microwave stereo,PHOEBE,CHANDLER
3302,how’s big anniversary dinner,MONICA,ROSS
3303,oh room i'll get,RACHEL,JOEY
3304,we're suppose uh spending romantic weekend together it-it matter,MONICA,ROSS
3305,right can't sit anymore walk place,PHOEBE,CHANDLER
3306,hey mommy wife daddy bra,ROSS,RACHEL
3307,yeah that's big step,MONICA,ROSS
3308,yeah umm chandler talk outside second,MONICA,RACHEL
3309,hello yeah oh you’re kid you’re kid oh thank love,RACHEL,PHOEBE
3310,hey man,ROSS,CHANDLER
3311,hey close window chandler nipple cut glass,JOEY,Others
3312,hello spy,RACHEL,ROSS
3313,betcha,PHOEBE,Others
3314,say draw see anybody right og-ee-op i’m ask i’m… mean… i’m-i’m gay i’m ask i’m not-i’m not-i’m gay,CHANDLER,CHANDLER
3315,rachel new doll,PHOEBE,Others
3316,right fine fine,RACHEL,ROSS
3317,yeah well twenty minute ethan y'know,CHANDLER,CHANDLER
3318,vince fireman,PHOEBE,PHOEBE
3319,yeah right,JOEY,JOEY
3320,can’t tell,JOEY,JOEY
3321,even taste,PHOEBE,Others
3322,exactly,RACHEL,CHANDLER
3323,i'm excite i've never get review,JOEY,Others
3324,yeah sure that’d great,Others,RACHEL
3325,well,RACHEL,RACHEL
3326,well i-i-i’m move,RACHEL,ROSS
3327,sure what's,CHANDLER,RACHEL
3328,yes see,RACHEL,CHANDLER
3329,eh her-her uncle already plan y’know we-we say good-byes morning so…,ROSS,CHANDLER
3330,yeah it’s-it’s weird thing swear i-i-i would’ve tell didn’t know would,Others,ROSS
3331,um well get mean seem really nice guy know hard okay,PHOEBE,RACHEL
3332,want go strip club,JOEY,MONICA
3333,rachel love deal first,CHANDLER,Others
3334,tom cruise nicole kidman,JOEY,Others
3335,get screw,JOEY,CHANDLER
3336,move,PHOEBE,ROSS
3337,well frank quit college super fertile sister three baby need make lot money really fast idea want talk ‘cause work big company okay insider trading information give,PHOEBE,PHOEBE
3338,wrestle,MONICA,MONICA
3339,treeger’s snake shower drain,CHANDLER,MONICA
3340,friend,Others,Others
3341,okay wait minute wait minute wait minute maybe bad leave,RACHEL,MONICA
3342,wow thanks guy that’s uh—ohhh wanna wanna play another piece umm uh-oh left uh helicopter sound another disk i’ll right back okay nice i’m—i so…,ROSS,CHANDLER
3343,man believe he's sex one woman,JOEY,JOEY
3344,oh good,MONICA,MONICA
3345,come,ROSS,ROSS
3346,really,MONICA,MONICA
3347,get new pager vibrate see ya,PHOEBE,Others
3348,oh god,Others,MONICA
3349,monica bang monica bang ow,ROSS,Others
3350,guy he's beautiful,PHOEBE,ROSS
3351,oh yeah smokey joe get half way highway collapse,JOEY,CHANDLER
3352,ha-ha could go pee,JOEY,MONICA
3353,move,JOEY,ROSS
3354,son lunch ok gonna happen lot good get use problem uncomfortable ask question carol's fine come,ROSS,ROSS
3355,hm,CHANDLER,RACHEL
3356,how're,JOEY,ROSS
3357,hey,JOEY,JOEY
3358,y'know dunno debbie,PHOEBE,CHANDLER
3359,yes see,ROSS,CHANDLER
3360,bye momi-moo,CHANDLER,Others
3361,bye gene,PHOEBE,Others
3362,okaaay guy want anything else,RACHEL,RACHEL
3363,it’s okay bother really mean thing need know,Others,ROSS
3364,yeah i-i-i pull tab fog yeti as,RACHEL,RACHEL
3365,yeah we’re audience doesn’t talk wave,RACHEL,CHANDLER
3366,oh make walk plank aye matie,MONICA,RACHEL
3367,ohh it’s gonna great i’m gonna get help decide sell i’m gonna office wall everything i’m gonna wall,RACHEL,Others
3368,oh sure really know could make little puppet could use theater cruelty,Others,Others
3369,wait mean like,Others,MONICA
3370,one,CHANDLER,PHOEBE
3371,ohh,JOEY,RACHEL
3372,i'm sick victim dick clark holiday say year date make pact six dinner,CHANDLER,Others
3373,rachel what're gonna say,MONICA,MONICA
3374,noo,CHANDLER,RACHEL
3375,yeah mean help,PHOEBE,ROSS
3376,hey that’s relationship like,JOEY,CHANDLER
3377,yeah cause hello booby breast,PHOEBE,ROSS
3378,pregnancy throw,PHOEBE,MONICA
3379,exclamation point title scare y'know freud freud,PHOEBE,ROSS
3380,we…,RACHEL,Others
3381,fumble,JOEY,Others
3382,aww break,ROSS,MONICA
3383,well i’m confuse we’ve far…,CHANDLER,Others
3384,oh great listen oh get whole new battery get best one could ‘cause that’s want skimp,ROSS,PHOEBE
3385,hi wait put mail it’s-it’s,Others,MONICA
3386,oh well i’ll right everyday yemen road yemen,Others,Others
3387,that’s true,RACHEL,CHANDLER
3388,suds save ok,Others,ROSS
3389,worry i'm sure they're still,RACHEL,Others
3390,thanks i’m set still live parent,MONICA,CHANDLER
3391,best student,Others,PHOEBE
3392,well ah short version ah pursue couple month give check dollar mine,Others,JOEY
3393,yuh-huh last one know chandler get bitten peacock zoo last one know crush joey move look like second last,PHOEBE,JOEY
3394,i’m wrong wish i’m sorry bet barium enema doesn’t sound bad huh,JOEY,MONICA
3395,really casually strewn reckless haphazard manner,RACHEL,MONICA
3396,dog,Others,CHANDLER
3397,hey i’m go sushi anybody want whoa-whoa somebody miss ramp,CHANDLER,Others
3398,wow,ROSS,RACHEL
3399,yep watched sleep like hour breathe breathe know dream ‘cause ‘cause eye keep go like,JOEY,PHOEBE
3400,oh pheebs pheebs,RACHEL,JOEY
3401,right weren’t best friend,JOEY,ROSS
3402,well could probably one time,CHANDLER,Others
3403,well let ask something kip good roommate,JOEY,CHANDLER
3404,look we’re throw built thing hand,JOEY,CHANDLER
3405,yeah,ROSS,ROSS
3406,yeah it-it-it’s whole life—you come england,Others,ROSS
3407,yeah long version dump tell people short version,MONICA,CHANDLER
3408,paolo really hate rachel still five heat cheese bubble,MONICA,MONICA
3409,ever woman,CHANDLER,CHANDLER
3410,hey,CHANDLER,JOEY
3411,wanna get back car need wire call,JOEY,MONICA
3412,oh god library,MONICA,MONICA
3413,i'm ready deal,PHOEBE,Others
3414,aw honey it’s fault y'know love want friends keep living don’t see happen,PHOEBE,RACHEL
3415,oh well doesn’t name—oh okay phoebeball doesn’t name umm okay monica favourite thing tree,PHOEBE,PHOEBE
3416,ok pheebs see i'm make little toys move opposable thumb without evolution explain opposable thumb,ROSS,ROSS
3417,oh god,ROSS,MONICA
3418,well let see,Others,RACHEL
3419,info-mercial milk carton spout thing you’re-you’re-you’re guy doesn’t know pour milk,Others,RACHEL
3420,that’s even bad,JOEY,MONICA
3421,new york city new york appear ultimate fight championship debut he’s know confrontational business style lady gentlemen introduce pete beck-errrr,Others,Others
3422,right look you’re really gonna buy don’t think you’ve embarrass enough one day,CHANDLER,CHANDLER
3423,check thing,CHANDLER,JOEY
3424,yeah,JOEY,ROSS
3425,i've waitin like forever go lorraine calm,JOEY,CHANDLER
3426,never library mean library ah never work one,ROSS,ROSS
3427,big guy,CHANDLER,ROSS
3428,right show manly move,MONICA,ROSS
3429,right check check say there’s place go rent video museum it’s almost good,CHANDLER,JOEY
3430,phoebe,RACHEL,MONICA
3431,hey,CHANDLER,JOEY
3432,well official good movie,CHANDLER,RACHEL
3433,blond woman ex-wife woman touch close personal friend,ROSS,ROSS
3434,don’t think,JOEY,CHANDLER
3435,yeah,MONICA,ROSS
3436,think i’ll help go,MONICA,Others
3437,wow guy rude,MONICA,RACHEL
3438,absolutely absolutely,RACHEL,CHANDLER
3439,hey uh can't recycle yearbook,JOEY,ROSS
3440,it’s arabian princess day work okay leave alone,PHOEBE,CHANDLER
3441,everyone julie,ROSS,ROSS
3442,hey,Others,JOEY
3443,seventeen-fourteen giant three minute go third,JOEY,CHANDLER
3444,soo dead,PHOEBE,RACHEL
3445,i’m bum way leave thing ross shouldn’t lie work seem mad,RACHEL,RACHEL
3446,oh work laugh,CHANDLER,PHOEBE
3447,okay get lobster,CHANDLER,MONICA
3448,father call thursday night,CHANDLER,Others
3449,ooh ice mood ice,PHOEBE,PHOEBE
3450,emily hi uh how-how flight,ROSS,ROSS
3451,y'know forget it’s ruin,PHOEBE,CHANDLER
3452,oh god really good time,RACHEL,MONICA
3453,okay guy uh guy pick first,CHANDLER,ROSS
3454,really you'd-you'd,JOEY,Others
3455,uh,JOEY,ROSS
3456,yes oh god kid ross crazy really want like probably totally paranoid kinda get feeling maybe,Others,JOEY
3457,right—ooh oh dead god save,PHOEBE,PHOEBE
3458,right right trust hit carol leave bamn paranoid city,PHOEBE,ROSS
3459,okay y'know uh actually that's great help lot thanks,RACHEL,ROSS
3460,thanks rach pheebs,CHANDLER,ROSS
3461,isn’t amaze,CHANDLER,MONICA
3462,i'm dead serious i'm totally serious,RACHEL,JOEY
3463,almost couldn’t leave ross without spotter,CHANDLER,RACHEL
3464,hey,RACHEL,JOEY
3465,know wanna mess corn nut they're craaazy,ROSS,MONICA
3466,course true else would explain weird stuff that's go,JOEY,ROSS
3467,oh break tony,MONICA,ROSS
3468,he's,JOEY,PHOEBE
3469,looks good i’ll take,Others,ROSS
3470,oh god,RACHEL,MONICA
3471,ohh get thing,JOEY,RACHEL
3472,credit,RACHEL,ROSS
3473,come baby come,JOEY,ROSS
3474,okay stop q-tip there's resistance,CHANDLER,RACHEL
3475,right ah ross extent knowledge subject call rachel,MONICA,Others
3476,get,ROSS,JOEY
3477,ohh that’s good one,CHANDLER,PHOEBE
3478,oh uh ok right way pregnant woman seem goin,JOEY,CHANDLER
3479,okay something mean stop,ROSS,RACHEL
3480,where've,JOEY,ROSS
3481,nooo,MONICA,Others
3482,like movie or… anyway take bra shirt pull sleeve sexy classy,JOEY,JOEY
3483,oh sure vince,Others,PHOEBE
3484,spite,RACHEL,Others
3485,yeah know,MONICA,RACHEL
3486,oh,MONICA,PHOEBE
3487,hi what-what're,Others,MONICA
3488,wow look price,PHOEBE,CHANDLER
3489,hey y'know let's talk relationship,RACHEL,CHANDLER
3490,uh uh say good-bye,Others,ROSS
3491,it’s relative,JOEY,Others
3492,oh-oh-oh symbolism uh the-the uh wildness more think is-is mirrored wildness heathcliff's character,RACHEL,ROSS
3493,monica remote work,PHOEBE,RACHEL
3494,sadly could entice,JOEY,Others
3495,okay good,CHANDLER,ROSS
3496,promise,MONICA,Others
3497,order pizza like ‘i forgive you?’,ROSS,JOEY
3498,yeah tell ya let’s invite anthropologist dinosaur dude,ROSS,JOEY
3499,ok i'm apartment,ROSS,ROSS
3500,i’m ignore,CHANDLER,ROSS
3501,i'm sorry i'm sorry right come go come,CHANDLER,RACHEL
3502,exactly weekend bernie's dead guy get hit groin twenty thirty time,CHANDLER,CHANDLER
3503,ah phoebe tell write jingle,JOEY,MONICA
3504,ok that's that's two bottle yet somehow go five,Others,ROSS
3505,hey guess i’m tonight,MONICA,ROSS
3506,umm…,ROSS,PHOEBE
3507,see know,PHOEBE,Others
3508,oh-ow,RACHEL,RACHEL
3509,ethan focus could tell,MONICA,MONICA
3510,oh totally oh god oh seem happy,PHOEBE,RACHEL
3511,okay see tell,RACHEL,JOEY
3512,oh way way well mindy,Others,RACHEL
3513,right well maybe i’m enjoy little bit mean i’m get pretty good,JOEY,CHANDLER
3514,well y'know monogamy uh tricky concept mean anthropologically speak,ROSS,RACHEL
3515,right gonna get cut promise none gonna feel thing,PHOEBE,RACHEL
3516,hey would still live hadn’t gotten question wrong,MONICA,ROSS
3517,listen buddy we're look,JOEY,CHANDLER
3518,ameri-can,PHOEBE,PHOEBE
3519,something else might say,CHANDLER,JOEY
3520,tell truth,Others,RACHEL
3521,yes father invent magnetic strip back credit card,CHANDLER,RACHEL
3522,well you’re amaze,JOEY,MONICA
3523,oh he's like,PHOEBE,Others
3524,still whole flintstone could've really happened thing,CHANDLER,CHANDLER
3525,chloe switch there’s guy get crush,Others,ROSS
3526,okay could stop talk second yemen that’s right yes i’m transfer yemen,CHANDLER,CHANDLER
3527,know know you’re gonna plenty chance literally thousand woman wait screw,CHANDLER,CHANDLER
3528,i'm look man draw chalk,CHANDLER,CHANDLER
3529,hey,JOEY,JOEY
3530,like go home throw kenny take bath,ROSS,MONICA
3531,yes would like something thank,Others,Others
3532,oh,RACHEL,PHOEBE
3533,hey check girl really hot,CHANDLER,JOEY
3534,well y'know lot muppets thumb,CHANDLER,RACHEL
3535,well yeah,ROSS,RACHEL
3536,say gonna grow start mom,JOEY,ROSS
3537,rach come rach rach rachel ra--rachel,ROSS,ROSS
3538,wonder broom amazing,Others,Others
3539,say number two,JOEY,CHANDLER
3540,hey,Others,JOEY
3541,well cat cat turn paolo's cat,RACHEL,RACHEL
3542,oh joey know no-one gonna able tell,RACHEL,PHOEBE
3543,would say that's embarrass,CHANDLER,ROSS
3544,um doctor say serious nuget diffency,ROSS,PHOEBE
3545,question rach great shin okay answer would,JOEY,ROSS
3546,there’s ‘or’ mind wrong pant,ROSS,JOEY
3547,oooh,Others,JOEY
3548,okay take line right song,PHOEBE,ROSS
3549,aww sweetie it’s like you’re gonna anything you’re gonna niece nephews way that’s even well,MONICA,MONICA
3550,may d'you think could help monkey thing y'know old time sake go bobcat,MONICA,ROSS
3551,well uh know who's tell damn sure who's that's rachel,JOEY,ROSS
3552,yeah guy really hurt,JOEY,RACHEL
3553,happy new year,Others,CHANDLER
3554,yeah think little science project,MONICA,CHANDLER
3555,pain-free,PHOEBE,CHANDLER
3556,ugly naked guy's take turkey oven oh god he's alone ugly naked guy's thanksgiving dinner ugly naked gal,PHOEBE,MONICA
3557,think he's right guy hang coffeehouse way much,PHOEBE,RACHEL
3558,can't believe want know mean know mean doctor know carol know susan know,RACHEL,ROSS
3559,hey,RACHEL,JOEY
3560,nothing nothing nothing nothing,ROSS,PHOEBE
3561,okay okay look get go doctor okay,ROSS,ROSS
3562,oh,MONICA,PHOEBE
3563,can’t say you-you don’t know mean thought gonna pas pain anyway i-i tried i-i couldn’t...bend way,MONICA,ROSS
3564,y'know champ think i'll pas,MONICA,MONICA
3565,nut we've get george stephanopoulos pizza,MONICA,Others
3566,oh know god so—this rice so—i good,RACHEL,RACHEL
3567,well i've never tunnel cause understand allow go one girl car right seem pretty much like anything else know face fear fear height go top building afraid bugs.....get bug right case fear commitment say go committed guy ever,JOEY,CHANDLER
3568,right kid gotta get work input number make much difference,CHANDLER,CHANDLER
3569,hey joey,Others,MONICA
3570,oh it’s already close chris give key lock up-what wrong,PHOEBE,PHOEBE
3571,hi,Others,Others
3572,sorry,ROSS,Others
