,text,labels,predicted_label
30474,"Uh, okay, yeah, we could do that, but before we head off to the murder capital of the North-East, I was, uh, kinda wanting to run something by you. Y'know how we were, uh, y'know, talking before about, uh, relationships and stuff? Well-",ROSS,JOEY
30475,Thank you so much for coming.,Others,ROSS
30476,"Well, I'm not I'm not at all surprised they feel that way.",Others,ROSS
30477,"No, there's no dog here?",PHOEBE,MONICA
30478,Well maybe I love ya’.,JOEY,ROSS
30479,Our guy has great hair.,CHANDLER,CHANDLER
30480,Someone does. Me.,Others,CHANDLER
30481,What I said you had...,PHOEBE,JOEY
30482,"No-no-no, y’know what? I really shouldn’t have said that you were embarrassing me, I mean that really wasn’t cool. And if it makes you feel any better, I’ve had a really lousy day.",CHANDLER,MONICA
30483,I’m gonna be an uncle! Come here!,JOEY,JOEY
30484,Hey.,ROSS,JOEY
30485,So? What do you think?,Others,MONICA
30486,"Come on, would you grow up? It’s no big deal.",ROSS,JOEY
30487,"Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower.",PHOEBE,PHOEBE
30488,"What honey, it’s like fifteen blocks to the subway. Let’s go.",CHANDLER,ROSS
30489,I don't have a page.,CHANDLER,PHOEBE
30490,"Well, you were right. How can they do this to us, huh? It's Thanksgiving.",ROSS,Others
30491,"Well, I didn’t do anything. I didn’t want to be the guy who has a problem with his boss slapping his bottom.",CHANDLER,ROSS
30492,You are gonna be a huge star! I’m gonna hug ya!,CHANDLER,CHANDLER
30493,"Oh, okay, I don't know what you just said, so let's get started.",PHOEBE,MONICA
30494,Hello!,ROSS,RACHEL
30495,"Well, I guess we should go back in. When you gave me another chance, I guess we should do the same for Amanda.",MONICA,ROSS
30496,"Yeah I know, and I bet you thought it would be weird. But it’s not!",RACHEL,PHOEBE
30497,What is your job?,PHOEBE,ROSS
30498,Hey!,MONICA,JOEY
30499,What?,RACHEL,RACHEL
30500,"Molly, ah, do you mind giving us just a minute?",ROSS,MONICA
30501,"Hi! Sorry, I'm late.",PHOEBE,MONICA
30502,"Well then we’d be in a lot of trouble, you don’t know where any countries are. Okay. Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have opened up?",ROSS,JOEY
30503,Monica. Whaddya think?,ROSS,ROSS
30504,"What, so I can't lokk nice? There might be doctors there.",RACHEL,Others
30505,Y’know what? I’m gonna make this up to you. I promised you a stripper,MONICA,MONICA
30506,"Okay, bye, champ. Now, I know there's gonna be a lot of babes in San Diego, but remember, there's also a lot to learn.",CHANDLER,RACHEL
30507,Okay.,RACHEL,JOEY
30508,Okay.,CHANDLER,CHANDLER
30509,"Hello, funny Valentine.",Others,MONICA
30510,Oh my god.,MONICA,ROSS
30511,Delaware! Delaware!,ROSS,PHOEBE
30512,"Okay, just tell me this, did you or did you not smell her hair?",PHOEBE,ROSS
30513,No. Really?,JOEY,JOEY
30514,"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.",CHANDLER,JOEY
30515,"Yeah-yeah, he was playing blackjack for like an hour and he won $5,000. Can you believe that? $5,000!",JOEY,Others
30516,Oh...,Others,CHANDLER
30517,"Oh, hey guys!",CHANDLER,CHANDLER
30518,Said what? Exactly.,RACHEL,RACHEL
30519,"That's because as far as my parents are concerned, Ross can do no wrong. Y'see, he's the Prince. Apparently they had some big ceremony before I was born.",MONICA,MONICA
30520,I know! I'm Erin Brockovich!,Others,Others
30521,"Oh, me too.",Others,ROSS
30522,Not as upset as he's gonna be when he finds out what I did with his sweater vests!,JOEY,MONICA
30523,"No! No! No! No, I’m not going to punch Chandler.",JOEY,JOEY
30524,"Okay, well, it's definite, two more weeks of winter.",CHANDLER,PHOEBE
30525,"No, no, wait. His flight doesn't leave for another forty-five more minutes.",MONICA,Others
30526,"So, so, did you hear?",Others,JOEY
30527,"This isn’t how it’s supposed to go, there can’t be another guy.",MONICA,PHOEBE
30528,"I, I just never think of money as an issue.",ROSS,JOEY
30529,"Yeah, what's it about?",RACHEL,RACHEL
30530,And now for the great news.,JOEY,CHANDLER
30531,"Yeah! If you wanna sing at their wedding, well you sing at their wedding!",JOEY,ROSS
30532,"Hello? Yeah, hi! Mrs. Tribbiani? Hi, this is Monica Geller. Yeah I’m just calling to say that Chandler and I uh, really hope you can make it to the wedding. Yeah, apparently a bunch of invitations that we sent weren’t delivered. Umm, I guess there was some screw up at the damn post office!",MONICA,RACHEL
30533,"Me taking care of you is no problem, huh? You guys feel safe. Right? Okay, I’m gonna take that spit bubble as, ""Yeah, I do!"" Okay, after I get rid of this dirty diaper Leslie, I’ll set you up with a clean one. Okay, I’m sorry. I didn’t mean to scare you. I just have to clean that up. Okay? ‘Cause let’s face it, we’re at Monica’s. I broke it. All right. Well, that’s just the way that goes. Okay, good. Why are there only two of you? Where is Leslie? Well, you can’t answer. Leslie? Where are you Leslie? Leslie, now would be a good time for your first words! Well, look at you! Hey! You are a little bit mischievous! My gosh! Oh, you’re a lot mischievous! Well, it’ll dry.",PHOEBE,Others
30534,Are you sure you’re okay?,MONICA,RACHEL
30535,OH MY GOD!!!,RACHEL,MONICA
30536,"Ah, that’s okay, thanks.",ROSS,RACHEL
30537,Can you believe this? We’re gonna be on the platform for the Millennium moment!,ROSS,Others
30538,"No-no, I-I just, I liked them so much that I went out and bought some for myself.",MONICA,MONICA
30539,"oh, I didn't know you liked French fries. Help yourself! What's mine is yours.",JOEY,Others
30540,What?!,PHOEBE,ROSS
30541,Did somebody sign your bra?,CHANDLER,MONICA
30542,"As my lawfully wedded wife, in sickness and in health, until death parts us. Really, I do. Emily.",ROSS,MONICA
30543,"Oh my God, that's just like my name!",Others,RACHEL
30544,"Oh, be home, be home, be home, be home, be home, be home. Be home. Be home, be home, be home. Oh, you’re not home.",RACHEL,ROSS
30545,Huh. Sounds like Mark Something wants to have some sex.,ROSS,MONICA
30546,"Now, I know things've been weird lately, but you're like my oldest friend in the world... Except for maybe Laurie Schaffer, who I don't talk to anywhere, 'cause she's all bitter now that she lost the weight and it turns out she doesn't have a pretty face. ....Okay, I'm just gonna ask you this once, and I want a straight answer.",Others,RACHEL
30547,I can’t leave it! You gouged a hole in my dingy floor.,MONICA,MONICA
30548,I can’t see it!,RACHEL,ROSS
30549,"Well, well I can up with it!",RACHEL,PHOEBE
30550,Not if nothing happens. Why can't... why can't we just hang out as friends?,PHOEBE,CHANDLER
30551,Oh yes!,CHANDLER,CHANDLER
30552,"Okay. That's okay. I-I know that you're very upset right now. I know, I know that wasn't about me.",MONICA,JOEY
30553,I’ve got no reason to stay.,Others,RACHEL
30554,Well you said you couldn’t go out so....,ROSS,ROSS
30555,"How sweet! Oh, is that the baby?",PHOEBE,PHOEBE
30556,So great things are happening at work and in your personal life!,CHANDLER,MONICA
30557,"Wow, Carol really messed you up!",PHOEBE,JOEY
30558,"And Nancy said that it's really under price, because the guy lost his job and has to move in with his parents!",MONICA,JOEY
30559,Hi!,Others,RACHEL
30560,"Bijan for men? Bijan for men? Bijan for...  Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",JOEY,JOEY
30561,"Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.",ROSS,Others
30562,What does he think? Does he think I’m just gonna wait around for nothing?,MONICA,JOEY
30563,"What, wait, you mean like this?",Others,Others
30564,I don’t get it.,PHOEBE,ROSS
30565,Can-can we take a look at your ticket?,Others,CHANDLER
30566,Ok.,ROSS,PHOEBE
30567,Do you have any ideas?,CHANDLER,JOEY
30568,"I’m really glad you guys are okay but, I just keep thinking what would happen if-if you two actually had hooked up.",PHOEBE,Others
30569,"Well, can I talk to you for a sec.?",ROSS,RACHEL
30570,Let’s go.,CHANDLER,JOEY
30571,Get out!!,JOEY,RACHEL
30572,"Everything is upside down here! It rains all day long, nobody watches tv and Ross is famous!",JOEY,ROSS
30573,Hi! Rachel Green’s office.,Others,JOEY
30574,I Ross...,ROSS,RACHEL
30575,Yeah.,Others,MONICA
30576,I bet you’re a Gemini.,RACHEL,MONICA
30577,"I was not and oh God, shh!",CHANDLER,MONICA
30578,No no no. Talk... dirty.,Others,Others
30579,"Ok, Ross! It's... It's fun, yeah! No, I-I play Doctor Drake Ramoray.",JOEY,JOEY
30580,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you’d want to get back together?",Others,JOEY
30581,Aw what?,PHOEBE,MONICA
30582,"Well, please welcome... The Snufflebumps... Who wants to be mr. Wigglemunch and who's gonna be the Grumpus?",Others,MONICA
30583,I can't believe we are at a real college party! I have to pee so bad!,MONICA,JOEY
30584,"Oh, I can't. We're throwing Phoebe a bachelorette party.",MONICA,Others
30585,Happy for you.,ROSS,ROSS
30586,"Joey, you are not! You’re 31.",RACHEL,MONICA
30587,It’s still a tiny bit on fire there.,JOEY,PHOEBE
30588,It’s not a miracle Joey! I’m sure there’s some explanation.,RACHEL,ROSS
30589,Maybe I could be a waiter. Could I use the phone?,JOEY,ROSS
30590,Come in. I've been waiting for you.,MONICA,PHOEBE
30591,"Oh, uh, Joanna I was wondering if I could ask you something. There’s an opening for an assistant buyer in Junior Miss…",RACHEL,PHOEBE
30592,"Ross, could we please, please, please listen to anything else?",PHOEBE,MONICA
30593,Hi.,RACHEL,JOEY
30594,"Whoa, that Diet Coke just went straight to my head! Woo!",RACHEL,MONICA
30595,What?!,ROSS,JOEY
30596,Okay. Wait! Wait!,RACHEL,Others
30597,"All right, I'll take care of it.",JOEY,CHANDLER
30598,"Alrighty, here come the water works.",PHOEBE,RACHEL
30599,"I-I sure will, take care.",PHOEBE,ROSS
30600,"Sure! But hey, you know this way sounds good too.",JOEY,ROSS
30601,We have got to move!,Others,JOEY
30602,"Yeah! Yeah, why? What’s up?",JOEY,JOEY
30603,What?! You kissed!,RACHEL,MONICA
30604,But more importantly to full well-rounded lives.,MONICA,ROSS
30605,We're not gonna talk about girth are we?,CHANDLER,ROSS
30606,"Oh, you’re such a cheater!",PHOEBE,MONICA
30607,"So, did you bring a little something for Ross?",JOEY,PHOEBE
30608,"Well, I was thinking about that and I, I think the best way would be, to not.",JOEY,PHOEBE
30609,Yeah?,JOEY,CHANDLER
30610,Who is it?,RACHEL,ROSS
30611,In fact we’re playing a game at the park tomorrow. You’re welcome to play too if you want.,Others,ROSS
30612,"God, you have to tell me what happens tomorrow!",RACHEL,JOEY
30613,"Cousin Frannie’s wedding, its tomorrow night.",ROSS,MONICA
30614,Fine! Thank you for warning me. At breakfast I’ll be on full alert for room painting and sex weapons.,ROSS,RACHEL
30615,"Well, what if we just ah, called her, used a fake name, and had her come to my office?",CHANDLER,RACHEL
30616,Why can't you ever be supportive?,Others,MONICA
30617,"Here she comes. Don’t say a word, okay? Just be cool, don’t be…y'know you.",ROSS,ROSS
30618,Joey describe these things associated with the United States congress. Give me 20 seconds on the clock please. Ready? Go!,Others,CHANDLER
30619,"Well, they're not mine!",ROSS,PHOEBE
30620,Dangerous Liaisons.,CHANDLER,JOEY
30621,"It’s kinda a ah, a third nipple kinda thing.",CHANDLER,MONICA
30622,Okay... ..whose turn is it?,CHANDLER,RACHEL
30623,"Joey, what... is... this...thing... doing here?",RACHEL,RACHEL
30624,Monica.,MONICA,CHANDLER
30625,Hey.,CHANDLER,MONICA
30626,All right! Hey-hey!,JOEY,CHANDLER
30627,Here’s your key,MONICA,MONICA
30628,Aces!,Others,PHOEBE
30629,"Hey Joey, is this the bed where Olivia lost her virginity?",RACHEL,RACHEL
30630,Hello.,PHOEBE,MONICA
30631,What's wrong?,JOEY,Others
30632,"So this is it, we're really gonna adopt?",MONICA,RACHEL
30633,Really?!,CHANDLER,JOEY
30634,See ya!,CHANDLER,RACHEL
30635,Some of the words are a little too sophisticated for ya?,JOEY,JOEY
30636,"So, how did your audition go today?",Others,CHANDLER
30637,You pick one.,CHANDLER,CHANDLER
30638,I thought that was just a rumour.,ROSS,RACHEL
30639,Noo! But that would've been so cool!,PHOEBE,JOEY
30640,Hey!,CHANDLER,JOEY
30641,You're there!,PHOEBE,JOEY
30642,Fine. I’ll go.,ROSS,JOEY
30643,Somebody got in late last night.,RACHEL,RACHEL
30644,"Yes, if the foxhole was lined with sandwiches.",CHANDLER,JOEY
30645,"You don’t want to believe me, I’m Mr. Funny to you. Mr. Funny…",ROSS,Others
30646,"Thanks again, Dr. Green.",ROSS,RACHEL
30647,Chandler?,Others,ROSS
30648,"Go, go, go Alan! Run you, hairy bastard!",PHOEBE,RACHEL
30649,"Oh, you're busy, that's ok, I'll get it. Anybody else want one?",Others,JOEY
30650,Tea gives Phoebe the trots.,MONICA,RACHEL
30651,I’m already here.,Others,JOEY
30652,I know you did! I bought the same one! And if she sees your table she’s gonna know that I lied to her. I told her ours was an original.,RACHEL,CHANDLER
30653,"Oh sure, right back there.",JOEY,Others
30654,"Don't worry Joe, I won't come next year!",MONICA,CHANDLER
30655,"I also said, ""Yes!""",CHANDLER,MONICA
30656,Oh no! No! No!,JOEY,RACHEL
30657,"Ohh, not compared to you.",RACHEL,PHOEBE
30658,"All right, I gotta go. I'm taking Ben to the park.",ROSS,RACHEL
30659,I have a date.,Others,MONICA
30660,No-no-no-no-no! You can't!,CHANDLER,MONICA
30661,Laundry. Huh. Is that my new nickname?,CHANDLER,MONICA
30662,"Oh, he works in the Fine Foods division.",CHANDLER,CHANDLER
30663,All right.,JOEY,RACHEL
30664,"Alright, Janice, that's it! Janice... Janice... Hey, Janice, when I invited you to this party I didn't necessarily think that it meant that we-",CHANDLER,ROSS
30665,"So, I don't have to learn what that means?",JOEY,CHANDLER
30666,Oh great!,Others,JOEY
30667,Yeah! Okay.,PHOEBE,JOEY
30668,"Well, because y'know there are certain rules about this kind of stuff. You don't uh, you don't fool around with your uh, friend's ex-girlfriends or possible girlfriends or girls they're related to.",ROSS,JOEY
30669,"I wasn't checking her out. I'm in fashion, I was looking at her skirt. Or was it pants? I didn't really see what happened below the ass area.",Others,RACHEL
30670,Shall we?,RACHEL,MONICA
30671,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",JOEY,PHOEBE
30672,Oh!,CHANDLER,CHANDLER
30673,"Joey, I uh! I can't believe this is how I'm spending my anniversary.",CHANDLER,CHANDLER
30674,"Yeah, uh... and then I figured after you win, we could all go out to the balcony and see a night rainbow with gremlins dancing on top of it!",ROSS,CHANDLER
30675,"Ok, but you know what? I gotta say, I'm really impressed that you were able to memorize all this so quickly!",ROSS,PHOEBE
30676,It worked!,PHOEBE,Others
30677,...Now that was fun.,ROSS,MONICA
30678,"Oh my God, Monica’s gonna go out with a millionaire.",RACHEL,MONICA
30679,I cannot believe Ross is buying this!,RACHEL,MONICA
30680,"Okay, uhm... alright, here's the deal.",RACHEL,CHANDLER
30681,Hey!,PHOEBE,PHOEBE
30682,"Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips.",ROSS,ROSS
30683,Ah.,ROSS,MONICA
30684,Hey.,Others,CHANDLER
30685,Okay-okay that-that's amazing. How did you know that?,RACHEL,CHANDLER
30686,No-no.,JOEY,JOEY
30687,You’re right.,CHANDLER,RACHEL
30688,"Uh, okay, Pheebs?",JOEY,CHANDLER
30689,"Oh, in my head he's done some pretty ""not-gay-stuff""!",RACHEL,ROSS
30690,Do you know what’s a bad idea?,MONICA,ROSS
30691,No problem.,ROSS,JOEY
30692,"Yeah well that’s because uh…I stayed in my room. Yeah, you don’t want to look in my hamper.",JOEY,RACHEL
30693,Well I’m gonna be on it this year. I’m gonna be one of the party people.,Others,ROSS
30694,M-M-Mole people?,PHOEBE,PHOEBE
30695,"Hi. Wait, no! Just put the mail down. It’s-it’s me!",Others,ROSS
30696,You can’t marry him!,MONICA,MONICA
30697,"Actually, I'm a... kind of a.... you know, a... date-type... thing... of Rachel's.",Others,PHOEBE
30698,Wow!,Others,JOEY
30699,Now why would she say that's embarrassing?,CHANDLER,JOEY
30700,Sorry. Paolo's catching an earlier flight.,RACHEL,JOEY
30701,And it works both ways.,ROSS,RACHEL
30702,Don’t feel too sorry for me. At least my boyfriend isn’t gay.,PHOEBE,MONICA
30703,"Mike, do you take this woman to be your wife?",JOEY,JOEY
30704,"Ooh, good, you’re hear! Okay.",PHOEBE,MONICA
30705,"Ben y’know when uh, when you were a baby, you and I used to hang out all the time. ‘Cause I was, I was your daddy’s girlfriend.",RACHEL,JOEY
30706,Which ones?,MONICA,ROSS
30707,"Yeah, we switched meat suppliers at work, and the new guys gave me the steaks as sort of a thank-you.",MONICA,MONICA
30708,Are you sure? I’ll bet there’s another flight to Minsk in like…,PHOEBE,ROSS
30709,"Some guy, Tom Gordon.",CHANDLER,PHOEBE
30710,"Oh, let me get this.  These are for you.",JOEY,ROSS
30711,I don't know. I'll just handle it—I'll ask you to talk to him!,PHOEBE,JOEY
30712,"Okay, remember that little problem I was having during my fourth month of pregnancy?",PHOEBE,CHANDLER
30713,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,JOEY,PHOEBE
30714,Which we’re still keeping under our hats!,JOEY,MONICA
30715,Wha!? What!? Come on! I found the hardware store all by myself!,RACHEL,Others
30716,Okay Buckwheat!,CHANDLER,Others
30717,"Ugh. Well, we’re just gonna have to jump. Yeah. Now, we’re gonna have to make sure to land to the right of that patch of ice, okay? Not hit the dumpster on the other side and uh, and try to avoid that-that weird brownish red stuff in the middle. So, when you get down there…you go up to the roof and you let me in.",ROSS,RACHEL
30718,Alright. Let's talk reality for a second.,Others,Others
30719,Here you go.,ROSS,JOEY
30720,"I thought you were excellent! In fact for a minute there I was like, ""Ooh, where’d Ross go?""",PHOEBE,MONICA
30721,"Okay, I umm, I ran into Richard yesterday and he asked me if I wanted to go for a bite and I did. The only reason I didn't tell you is because I knew you'd get mad and I didn't want to spoil our anniversary.",MONICA,RACHEL
30722,Oh yeah .,MONICA,JOEY
30723,"Okay, take it easy.",JOEY,MONICA
30724,Come on.,Others,CHANDLER
30725,"Oh, OH! Wow, I love those! Where did you get them?",RACHEL,JOEY
30726,"Dad! There’s Ross , why don’t you go talk to him?",MONICA,JOEY
30727,You?,JOEY,ROSS
30728,"Five minutes ago, a line like that would’ve floored me. Now nothing. Well, not nothing, I am still a woman.",PHOEBE,JOEY
30729,"So, what have you guys been doing?",MONICA,PHOEBE
30730,"No, no, but they are going to lease us a Ford Focus. I’ll get out of it.",CHANDLER,ROSS
30731,"Oh, I gotta get to work. So call me later?",Others,MONICA
30732,"Seriously, where did you get the hat?",MONICA,Others
30733,"Man, this is…",CHANDLER,ROSS
30734,Okay fine! I keep betting Phoebe that you’re gonna have the baby and I don’t want to lose again!,MONICA,Others
30735,Hmm.,MONICA,CHANDLER
30736,Boys? We're going in.,CHANDLER,CHANDLER
30737,"Probably some y'know, European good-bye thing he picked up in London.",MONICA,CHANDLER
30738,This one?,RACHEL,ROSS
30739,Well I-I-I’m not moving.,RACHEL,CHANDLER
30740,"Come on, it’s not that big a deal!",PHOEBE,JOEY
30741,It’s just I miss her so much.,ROSS,CHANDLER
30742,Oh yeah.,PHOEBE,MONICA
30743,"Mom, y’know what? I-I can’t deal with this right now. I’m sorry…",ROSS,MONICA
30744,Oh… Uh…,MONICA,JOEY
30745,Yeah. I feel so bad. Is there anything I can do to make it up to you?,CHANDLER,RACHEL
30746,"No, it is me! Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in! Y'know, when I'm with her, I am so much more than that. I'm- I'm Monana!",MONICA,MONICA
30747,"Well, apparently she does.",MONICA,MONICA
30748,"Okay, I thought it was about your neighbors liking you.",RACHEL,ROSS
30749,"Yeah, let’s go.",Others,ROSS
30750,I don’t know how to play Cups.,JOEY,CHANDLER
30751,Yes.,RACHEL,CHANDLER
30752,"So what? I drove down, sold T-shirts, had a blast. And y’know who knows how to party? Drunk college chicks.",JOEY,MONICA
30753,"Well that’s the best part. Umm, you guys get to decide!",MONICA,JOEY
30754,I love you.,MONICA,RACHEL
30755,Could you get me a muffin?,JOEY,MONICA
30756,"Yeah, I-I-I just pulled the tab and I just fogged his yeti ass!",RACHEL,MONICA
30757,"Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke——Diet Coke.",CHANDLER,PHOEBE
30758,"Don't stare. Now she just finished throwing his clothes off the balcony, now there's just a lot of gesturing and arm-waving, , Ok, that is either, ""How could you?"" or, ""Enormous breasts!"" Here he comes!",MONICA,ROSS
30759,Yeah well we should order some food then.,JOEY,JOEY
30760,"Uhm... ok. It's a store, like a supermarket. Oh! I see-I see what I did. Yeah, ok, ok, uhm... I'm writing in my...",JOEY,ROSS
30761,Phoebe!,JOEY,Others
30762,Hi!,PHOEBE,PHOEBE
30763,"Man, didn’t she like just get here?",CHANDLER,MONICA
30764,What? What?,ROSS,ROSS
30765,Say it!,RACHEL,RACHEL
30766,"Okay, well, that's one less thing we have to do on Monday.",RACHEL,ROSS
30767,"Sure. Once, at work I-I thought carbon dating was fossilized…",ROSS,PHOEBE
30768,Did you tell the guy you wanted to have sex with his wife and then fall right out of your chair?,JOEY,MONICA
30769,Hey Amy.,ROSS,JOEY
30770,"No, uhm... David and I did use to go out... but years ago, and he lives in Minsk. He's only... he's only in town for a couple of days.",PHOEBE,MONICA
30771,Hm-hmm.,CHANDLER,CHANDLER
30772,"What? Hey, hey, listen..",ROSS,ROSS
30773,Ok.,RACHEL,MONICA
30774,"Okay, so it’s probably just the Ross thing then.",PHOEBE,PHOEBE
30775,She died.,PHOEBE,Others
30776,"Hey, guys, guys, did you see my new, china cabinet?!",MONICA,JOEY
30777,"Oh yeah, I remember mine! Ohh, it was my sixth birthday, my dad took me to the park, I got it, and…it bent.",MONICA,PHOEBE
30778,You what?,MONICA,CHANDLER
30779,Do it!,PHOEBE,PHOEBE
30780,"OK, OK, it's my turn.",RACHEL,RACHEL
30781,I’m having another heart attack!,PHOEBE,JOEY
30782,"That’s right. That is right, you go over there and tell her you don’t want her to live with you. Do not take no for an answer!",MONICA,Others
30783,Are you sure? Great. Carol? Wanna come over and join us?,ROSS,JOEY
30784,"Hey, I need a ticket.",ROSS,ROSS
30785,I was trying to help out a squirrel.,MONICA,JOEY
30786,"Well, next time your massaging him, you should try and distract yourself.",MONICA,RACHEL
30787,This conversation never happened!,JOEY,RACHEL
30788,"I can see it now, ""Look dad, it’s the Sphinx!""",CHANDLER,Others
30789,Good morning!,Others,ROSS
30790,That’s a duck.,ROSS,JOEY
30791,"Oh yeah, that's right!",JOEY,PHOEBE
30792,Okay.,RACHEL,JOEY
30793,"Right, they are scary. Ahh, she just ate a treat out of my hand!!!",ROSS,JOEY
30794,"Hi, I was wondering if it is possible to increase security in the Paleontology section? See I-I wrote a book up there and instead of reading it people are-are-are well, rolling around in front of it.",ROSS,RACHEL
30795,Hi!,ROSS,MONICA
30796,Sit down.,MONICA,JOEY
30797,"That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect.",CHANDLER,PHOEBE
30798,"Oh, hey, look, I found coffee! Okay, let’s skedaddle.",PHOEBE,MONICA
30799,"Oh! And so the miracle of life begins, and aaiiyyyeeee!",JOEY,RACHEL
30800,Hi. Hi.,Others,CHANDLER
30801,Would you all relax? It's not that big a deal.,ROSS,PHOEBE
30802,Y’know what? You can say goodbye to the tan ones.,CHANDLER,CHANDLER
30803,"Phoebe! You're note, amazing! Not only did no one touch my sandwich, but people at work are actually afraid of me. Yeah, a guy called me mental! Mental Geller, yeah, I always wanted a cool nickname like that.",ROSS,MONICA
30804,"Okay, all right, all right, all right! Okay! Okay, here's something, here's something blue and new.",CHANDLER,CHANDLER
30805,Hey. We-we look…we look pretty good.,ROSS,PHOEBE
30806,All right!,JOEY,PHOEBE
30807,"Oh, yeah?! Then how come I keep thinking about her in all these sexual scenarios and stuff huh?!",JOEY,MONICA
30808,"Do you guys have to go to the new house right away, or do you have some time?",RACHEL,JOEY
30809,Yeah.,Others,RACHEL
30810,Bakersfield!,Others,JOEY
30811,Okay. Good one.,CHANDLER,CHANDLER
30812,Rachel’s really the one who’s pregnant.,MONICA,ROSS
30813,"We were at the game, and this guy proposed to his girlfriend on the big screen thing...",PHOEBE,JOEY
30814,You have been maid of honor before?!!,RACHEL,MONICA
30815,Well you don’t have to sound so surprised.,CHANDLER,ROSS
30816,I know but he call's and my heart goes to him. You know that bastard is one smooth talking free lance kite designer.,PHOEBE,Others
30817,"Oh-no-no-no! Don’t! Don’t! See-see, you’re getting me confused, I’m starting to urn.",CHANDLER,JOEY
30818,"You'll see, you guys are all gonna go off and get married, and I'm gonna end up alone. Will you promise me something? When you're married, will you invite me over for holidays?",CHANDLER,PHOEBE
30819,Good.,ROSS,JOEY
30820,"So, did you pick one yet?",PHOEBE,RACHEL
30821,"Yeah! Ohh, I’ve been waitin’ so long to get on that body!",RACHEL,PHOEBE
30822,"Wow! Okay, dude alert! And who is this guy?",PHOEBE,CHANDLER
30823,Really? Really?!,RACHEL,MONICA
30824,What happened to Janine?,MONICA,JOEY
30825,Hey! I'm off to my audition. How do I look?,JOEY,MONICA
30826,"Oh, please, miss, you don't understand!",RACHEL,RACHEL
30827,Please?,CHANDLER,RACHEL
30828,"It’s okay, I got a plan.",CHANDLER,MONICA
30829,Uh-huh.,JOEY,ROSS
30830,Oh when you beeped me I was on line at the concession stand at the movie theater.,ROSS,CHANDLER
30831,What is it? Is there something fundamentally unmarriable about me?,MONICA,RACHEL
30832,"No, no, no I need a good lie to explain why I wasn't at a work thing today.",JOEY,MONICA
30833,"Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so.",ROSS,JOEY
30834,Okay if Mike were here what would the two of you be doing?,MONICA,RACHEL
30835,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",CHANDLER,JOEY
30836,Yeah.,ROSS,Others
30837,"You know it's funny, the last time Paulo was here, my hair was so much shorter and cuter.",MONICA,RACHEL
30838,Yeah,PHOEBE,PHOEBE
30839,"I just think that things would go a lot smoother if we each have our own zone. Phoebe, you can be in charge of wiping. And y’know Mon, you can be in charge of diapering and I can be in charge of looking how cute they are when they put their hands around…",CHANDLER,MONICA
30840,"Oh no-no, not at all.",Others,CHANDLER
30841,Chandler?! You brought Chandler?! The next best thing would be Monica!,ROSS,CHANDLER
30842,I’m gonna miss you!,MONICA,RACHEL
30843,"Okay, what's up?",RACHEL,CHANDLER
30844,These aren't suede.,ROSS,Others
30845,It's amazing! You better hurry up and fill out an application or I'm gonna beat you to it.,PHOEBE,CHANDLER
30846,"Excuse me, excuse me, hi, I'm Monica Geller..I'm the head chef here.. .. Ok, I was actually expecting a little applause there, but whatever! Ok, quick question",MONICA,RACHEL
30847,"Okay, I'm gonna go check on something across the hall. You start by washing these Not with soap!!",MONICA,RACHEL
30848,That’s correct. Ladies?,ROSS,CHANDLER
30849,"Oh! Whoops! I’m sorry, you were talking about Emily!",RACHEL,MONICA
30850,"No, no, no, this weekend guys!",ROSS,MONICA
30851,"Whoa! Hey-hey, you planning on inviting us?",RACHEL,MONICA
30852,It’s the chick! She’s…going through some changes.,JOEY,PHOEBE
30853,I was thinking about taking my lunch break.,Others,PHOEBE
30854,"Yeah, they do! Quit being a baby and leave me alone! There, you’ve just had your first class!",JOEY,CHANDLER
30855,"Freemont. West-Westmont, ah Westburg?",MONICA,JOEY
30856,Wow! And you got a petticure. Your feet are all dressed up.,MONICA,RACHEL
30857,What?,RACHEL,ROSS
30858,"Oh, you won't believe who moved back to town.",PHOEBE,JOEY
30859,Okay.,PHOEBE,JOEY
30860,"You too, sir.",Others,RACHEL
30861,"But hey, it's courtside. The cheerleaders are going to be right in fr. . . That's not the way to convince you.",CHANDLER,JOEY
30862,"Oh, Paolo, hi, what are you doing here?",PHOEBE,Others
30863,"Come on, it was like cousins having sex up there!",CHANDLER,MONICA
30864,Okay.,RACHEL,MONICA
30865,Ugh!,RACHEL,ROSS
